East Asia & Pacific,EAS,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,Labor force with basic education (% of total),SL.TLF.BASC.ZS,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.85340453,43.8033684,43.73952145,43.68064215,43.61455383,43.57116527,43.5274716,43.48334164,43.42944981,43.35743461,43.32762692,43.31232202,43.27321882,43.25397764,43.25969963,43.19641321,43.28838424,,
East Asia & Pacific,EAS,"Labor force, total",SL.TLF.TOTL.IN,1116154196,1128551783,1140526843,1152365735,1163800038,1175049608,1184879882,1195135186,1204078834,1211963381,1218239859,1227079383,1234015667,1240314210,1247171455,1249779956,1255893749,,
East Asia & Pacific (excluding high income),EAP,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,Labor force with basic education (% of total),SL.TLF.BASC.ZS,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,44.23041513,44.14200735,44.06060158,43.97561686,43.87611005,43.80267163,43.73228522,43.67311922,43.59384978,43.49145959,43.44458198,43.41739329,43.35546203,43.30048218,43.2808269,43.18663986,43.26169138,,
East Asia & Pacific (excluding high income),EAP,"Labor force, total",SL.TLF.TOTL.IN,997997177,1009677469,1021231656,1032843673,1043735543,1054182464,1063084214,1072138480,1080333900,1087964538,1093710946,1102345429,1108653723,1113818756,1119325373,1120910489,1125980128,,
Euro area,EMU,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,79.03145124,78.72688998,78.84631858,78.9648294,78.79627281,78.31951367,78.14274847,78.01268222,78.03869445,77.69032457,77.35040898,77.4753318,77.57859954,77.19888443,76.82501352,76.68419143,,,
Euro area,EMU,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,76.80378942,76.36420055,76.73695986,77.22657854,77.20686789,76.76116107,76.81391248,76.76128241,77.07649444,76.94306946,76.68090431,76.80619675,76.98123969,76.70000014,76.35748562,76.14775138,,,
Euro area,EMU,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,81.12420722,81.01643386,80.88120275,80.73782656,80.46760286,80.01288116,79.69093194,79.51542707,79.23457036,78.69479116,78.26330039,78.40489077,78.43536837,77.9380521,77.55585793,77.51935678,,,
Euro area,EMU,Labor force with basic education (% of total),SL.TLF.BASC.ZS,41.03708689,39.59672312,39.3349371,39.68236254,39.17690956,39.46493238,39.70129415,39.58516042,39.4760862,39.1331209,38.66406167,39.1864015,38.9852271,38.46410113,37.78333733,37.33997463,,,
Euro area,EMU,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,30.20963664,29.66918763,29.40805995,29.8985598,29.39421794,29.80046406,30.08846349,30.15373245,29.96965684,29.87867494,29.66334654,30.04671357,29.95342114,29.56194898,29.29226605,28.85664903,,,
Euro area,EMU,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,56.11989326,52.51669551,52.24850989,52.28366536,51.62391873,51.64735534,51.73941086,51.38294002,51.33267904,50.71588872,49.98875008,51.03267371,50.63577859,49.90946371,48.26230854,47.67889417,,,
Euro area,EMU,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,66.83653256,66.39894297,66.78262757,66.64212569,66.53506108,66.86960207,67.12109188,67.12992559,67.24604682,67.02105383,66.46905399,66.04571165,65.95519916,65.40378648,65.22588703,64.84696782,,,
Euro area,EMU,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,60.36179728,59.75038164,60.40118319,60.47400837,60.49655091,60.83875214,61.18729606,61.33604382,61.56727268,61.76358609,61.25664477,60.9507905,60.95722503,60.54897363,60.42009435,59.96448744,,,
Euro area,EMU,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,73.38152471,73.162142,73.17019397,72.90826865,72.67294936,72.97216022,73.10856199,72.97668154,72.9906374,72.3366579,71.74577107,71.23129496,71.01760806,70.32075285,70.09678465,69.79487208,,,
Euro area,EMU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,42.62693331,42.71648027,43.01264836,43.33855216,43.56082526,43.76161168,44.02356318,44.21921946,44.43854829,44.72970755,44.91055249,45.12697136,45.33878174,45.53175677,45.64345646,45.70242433,45.82002445,,
Euro area,EMU,"Labor force, total",SL.TLF.TOTL.IN,148072242,148466125,150520261,152675430,154130150,156179547,157711832,159299725,160814900,161256242,161440156,160969522,161966197,162338197,162619287,162967497,164051713,,
Europe & Central Asia,ECS,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,,,,,,,,,,78.01972427,78.5775212,78.53134114,78.39646132,78.3351993,78.38458133,78.53018022,,,
Europe & Central Asia,ECS,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,,,,,,,,,,76.48837625,77.04340858,76.72296093,76.59747375,76.57785158,75.91817502,75.92156445,,,
Europe & Central Asia,ECS,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,,,,,,,,,,79.86007881,80.40699862,80.69297897,80.58676213,80.49131071,81.54708686,81.90489605,,,
Europe & Central Asia,ECS,Labor force with basic education (% of total),SL.TLF.BASC.ZS,,,,,,,,,,38.56652509,38.60631152,39.28603536,38.69720021,38.4975116,36.29374137,36.45569026,,,
Europe & Central Asia,ECS,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,,,,,,,,,,28.80192154,28.87245051,29.54944089,28.97509143,28.75436366,27.62580614,27.60337395,,,
Europe & Central Asia,ECS,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,,,,,,,,,,50.85097101,50.7677289,51.47147564,50.79960122,50.5149297,46.59769484,46.76765089,,,
Europe & Central Asia,ECS,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,,,,,,,,,,66.58005781,66.09502669,65.86543108,65.55136044,65.19614244,64.91648928,64.63852885,,,
Europe & Central Asia,ECS,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,,,,,,,,,,60.08466371,59.48283997,59.20250524,58.8173852,58.48700899,57.47987383,57.04564086,,,
Europe & Central Asia,ECS,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,,,,,,,,,,73.3063478,72.84338961,72.70039316,72.41375682,72.0267824,71.99632335,71.87039727,,,
Europe & Central Asia,ECS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,44.18913403,44.27879775,44.51741402,44.5947722,44.56264946,44.59642684,44.74410077,44.77843112,44.78209619,44.9620236,44.99715073,45.09338557,45.16381272,45.23960338,45.2282896,45.2360893,45.27366638,,
Europe & Central Asia,ECS,"Labor force, total",SL.TLF.TOTL.IN,397686570,397276271,399949056,402242788,405035253,409342880,412275923,416119358,420245525,422620984,424916600,426739103,429196095,431540965,433273291,435701418,438584676,,
Europe & Central Asia (excluding high income),ECA,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,,,,,,,,,,,,,,,78.6037444,79.12768069,,,
Europe & Central Asia (excluding high income),ECA,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,,,,,,,,,,,,,,,73.82487485,74.05739458,,,
Europe & Central Asia (excluding high income),ECA,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,,,,,,,,,,,,,,,84.5887888,85.53027751,,,
Europe & Central Asia (excluding high income),ECA,Labor force with basic education (% of total),SL.TLF.BASC.ZS,,,,,,,,,,,,,,,31.88590783,32.67066434,,,
Europe & Central Asia (excluding high income),ECA,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,,,,,,,,,,,,,,,22.07673086,22.44027672,,,
Europe & Central Asia (excluding high income),ECA,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,,,,,,,,,,,,,,,42.85177207,43.85835247,,,
Europe & Central Asia (excluding high income),ECA,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,,,,,,,,,,,,,,,62.39519955,62.18086539,,,
Europe & Central Asia (excluding high income),ECA,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,,,,,,,,,,,,,,,51.21040672,50.64785844,,,
Europe & Central Asia (excluding high income),ECA,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,,,,,,,,,,,,,,,72.57543329,72.6716201,,,
Europe & Central Asia (excluding high income),ECA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,44.94900978,45.03536807,45.30083306,45.23455808,44.96660729,44.87668891,45.00735314,44.95351722,44.76931397,44.86634234,44.76405273,44.7691929,44.71942,44.69608914,44.54665017,44.50449321,44.48051214,,
Europe & Central Asia (excluding high income),ECA,"Labor force, total",SL.TLF.TOTL.IN,179820651,178723359,179091190,178938902,179993464,181242651,182231765,184093106,185790861,187162899,188868241,190745650,191520497,192929251,193674951,195273709,196359757,,
European Union,EUU,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,,,,,,,,,,,,,,,,,,,
European Union,EUU,Labor force with basic education (% of total),SL.TLF.BASC.ZS,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,,,,,,,,,,,,,,,,,,,
European Union,EUU,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.82771968,43.90216767,44.02545735,44.248043,44.40929842,44.46568938,44.63692605,44.71913653,44.8301046,45.05732042,45.22458565,45.35222556,45.47910745,45.52668788,,,,,
European Union,EUU,"Labor force, total",SL.TLF.TOTL.IN,228607000,229113713,229852984,231925256,234436501,236541600,239046686,240792402,243044957,243769424,244197816,245034201,245857990,246197599,,,,,
Heavily indebted poor countries (HIPC),HPC,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,Labor force with basic education (% of total),SL.TLF.BASC.ZS,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,44.60997069,44.6580605,44.70436795,44.75050695,44.80821898,44.87860168,44.92520535,44.97565768,45.0498955,45.11702253,45.19751438,45.2462906,45.23889052,45.24572607,45.28813342,45.32846979,45.40294337,,
Heavily indebted poor countries (HIPC),HPC,"Labor force, total",SL.TLF.TOTL.IN,186157725,191648464,197480877,203618318,209986237,216626433,223073236,229675334,236636490,243901363,251492830,259113501,266901167,275596275,284494344,293256296,302373618,,
High income,HIC,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,78.33159283,78.02058307,79.10668683,79.70225451,77.00110791,77.56306641,77.46601295,77.40804668,78.83796623,78.7227355,78.14871333,78.14618231,77.78901555,77.55604466,77.11394385,76.95982951,,,
High income,HIC,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,,,,,,,,,,,,,,,,,,,
High income,HIC,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,,,,,,,,,,,,,,,,,,,
High income,HIC,Labor force with basic education (% of total),SL.TLF.BASC.ZS,42.98656795,42.54261749,43.41049296,43.80535231,43.06559552,42.11054329,42.44352106,42.43335254,42.58243038,42.80520317,42.36832652,42.76413411,42.19623944,41.54777935,41.86516806,41.61244653,,,
High income,HIC,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,,,,,,,,,,,,,,,,,,,
High income,HIC,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,,,,,,,,,,,,,,,,,,,
High income,HIC,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,68.60639956,68.11483799,69.29451142,67.74316499,68.58851595,67.5115431,67.45079637,67.21499334,66.80325783,66.51066687,65.85877216,65.42940425,63.84209394,63.27029555,63.73883042,62.36554566,,,
High income,HIC,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,,,,,,,,,,,,,,,,,,,
High income,HIC,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,,,,,,,,,,,,,,,,,,,
High income,HIC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,42.83010491,42.93217097,43.04716201,43.20151041,43.27703052,43.35191388,43.42572794,43.44983071,43.53334101,43.6734397,43.70955695,43.73651459,43.77154484,43.83233451,43.90485908,43.90991895,43.98488249,,
High income,HIC,"Labor force, total",SL.TLF.TOTL.IN,522467891,525782948,530435613,535047213,539833918,546861343,553262440,559820363,566790562,569856773,573101437,575153545,580413859,584594480,589029810,593204430,598977948,,
Latin America & Caribbean,LCN,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,,,,,,,,,,83.28768636,,80.96625467,81.12406337,81.31786607,,,,,
Latin America & Caribbean,LCN,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,,,,,,,,,,79.3551317,,76.40495823,76.23974613,76.82578233,,,,,
Latin America & Caribbean,LCN,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,,,,,,,,,,88.08345215,,86.60870283,87.03126857,87.58306791,,,,,
Latin America & Caribbean,LCN,Labor force with basic education (% of total),SL.TLF.BASC.ZS,,,,,,,,,,62.03081124,,59.10094885,57.83051183,58.10513343,,,,,
Latin America & Caribbean,LCN,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,,,,,,,,,,48.14170684,,43.78663687,44.4398656,45.54712504,,,,,
Latin America & Caribbean,LCN,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,,,,,,,,,,76.53181888,,74.87876563,75.01451365,74.81729848,,,,,
Latin America & Caribbean,LCN,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,,,,,,,,,,75.14470624,,69.94086883,69.43117192,69.57483894,,,,,
Latin America & Caribbean,LCN,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,,,,,,,,,,66.23846271,,59.18101058,59.41943576,59.287913,,,,,
Latin America & Caribbean,LCN,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,,,,,,,,,,85.97864151,,82.17706113,82.28121273,81.2157001,,,,,
Latin America & Caribbean,LCN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,37.91286493,38.29542971,38.74299779,39.0021663,39.49187031,39.79630019,40.18523618,40.30511981,40.41567497,40.63540157,40.50658686,40.5146509,40.74581,40.79877931,40.73774097,40.88920756,41.00640046,,
Latin America & Caribbean,LCN,"Labor force, total",SL.TLF.TOTL.IN,223197725,228654362,234722180,239922603,247505791,253654539,260729737,265567813,270640450,276092142,279067130,282890017,288488355,292402537,296184199,301218696,305323288,,
Latin America & Caribbean (excluding high income),LAC,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,,,,,,,,,,83.28768636,,81.2948801,81.51868989,81.66108836,,,,,
Latin America & Caribbean (excluding high income),LAC,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,,,,,,,,,,79.3551317,,76.79683013,76.71022412,77.23176518,,,,,
Latin America & Caribbean (excluding high income),LAC,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,,,,,,,,,,88.08345215,,86.9081081,87.37110364,87.92632273,,,,,
Latin America & Caribbean (excluding high income),LAC,Labor force with basic education (% of total),SL.TLF.BASC.ZS,,,,,,,,,,62.03081124,,59.4626874,58.15941719,58.47950135,,,,,
Latin America & Caribbean (excluding high income),LAC,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,,,,,,,,,,48.14170684,,44.13927158,44.84182452,46.03992092,,,,,
Latin America & Caribbean (excluding high income),LAC,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,,,,,,,,,,76.53181888,,75.21547141,75.39688424,75.21473573,,,,,
Latin America & Caribbean (excluding high income),LAC,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,,,,,,,,,,75.14470624,,70.2447473,69.64654875,69.80618564,,,,,
Latin America & Caribbean (excluding high income),LAC,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,,,,,,,,,,66.23846271,,59.50263626,59.68025126,59.55580258,,,,,
Latin America & Caribbean (excluding high income),LAC,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,,,,,,,,,,85.97864151,,82.5100792,82.55113336,81.44464363,,,,,
Latin America & Caribbean (excluding high income),LAC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,37.97635606,38.370058,38.82490755,39.06920629,39.54879675,39.86509546,40.25697641,40.35828107,40.44786055,40.66432058,40.48953193,40.47328366,40.70800014,40.75705871,40.68117716,40.84372364,40.9569604,,
Latin America & Caribbean (excluding high income),LAC,"Labor force, total",SL.TLF.TOTL.IN,213273685,218555946,224533704,229568954,236825779,242868633,249685873,254224371,259066668,264444133,266939197,270490599,276011217,279822892,283471627,288424514,292452328,,
Least developed countries: UN classification,LDC,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Labor force with basic education (% of total),SL.TLF.BASC.ZS,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,40.88818961,40.94797007,40.96683251,40.98417679,41.01417858,41.09325398,41.13626842,41.28093371,41.43845136,41.60304665,41.77219871,41.9174008,42.03291264,42.12403001,42.24156067,42.3787803,42.52828192,,
Least developed countries: UN classification,LDC,"Labor force, total",SL.TLF.TOTL.IN,261285222,268969505,276549783,284310017,292180813,300421593,308026694,315869584,323961362,332438750,341315526,350537205,360147349,370272893,380520942,391253660,402102871,,
Low & middle income,LMY,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,Labor force with basic education (% of total),SL.TLF.BASC.ZS,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,38.90575813,38.93473275,38.97933192,38.999658,39.02985679,39.06883595,38.95290401,38.8234229,38.66820474,38.54819058,38.38537851,38.32596109,38.264246,38.2726649,38.27336375,38.2861535,38.36389936,,
Low & middle income,LMY,"Labor force, total",SL.TLF.TOTL.IN,2245904930,2285592751,2328353232,2371593728,2417998421,2464232863,2496294312,2526487100,2555670572,2585608480,2608194496,2639850052,2671334512,2708119749,2742043598,2777895331,2816399148,,
Low income,LIC,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,,,,,,,,,,,,,,,,,,,
Low income,LIC,Labor force with basic education (% of total),SL.TLF.BASC.ZS,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,,,,,,,,,,,,,,,,,,,
Low income,LIC,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.47278537,46.50830604,46.53845184,46.56414488,46.60261799,46.64644891,46.63745912,46.67983109,46.73097234,46.78784876,46.84564846,46.89801986,46.89947534,46.87280621,46.88041315,46.91521913,46.96330888,,
