Country Name,Country Code,Indicator Name,2010,2011,2012,2013,2014
East Asia & Pacific,EAS,"Gross enrolment ratio, primary and secondary, female (%)",93.903923034668,95.5386123657227,96.8550415039063,97.9162826538086,96.5096282958984
East Asia & Pacific,EAS,"Gross enrolment ratio, primary and secondary, male (%)",94.7050399780273,96.1249923706055,97.3209686279297,98.3335800170898,96.6256637573242
East Asia & Pacific,EAS,"Gross enrolment ratio, primary to tertiary, female (%)",71.0719375610352,72.6091079711914,74.5321884155273,76.6740417480469,78.3957901000977
East Asia & Pacific,EAS,"Gross enrolment ratio, primary to tertiary, male (%)",71.6453704833984,72.9119720458984,74.3926086425781,76.1878509521484,77.2721328735352
East Asia & Pacific,EAS,"Gross enrolment ratio, primary, female (%)",108.766288757324,108.365737915039,108.165412902832,107.407241821289,104.966789245605
East Asia & Pacific,EAS,"Gross enrolment ratio, primary, male (%)",109.959358215332,109.299278259277,109.383728027344,108.31812286377,105.830223083496
East Asia & Pacific,EAS,"Gross enrolment ratio, secondary, female (%)",81.3392105102539,84.2642974853516,86.5377807617188,88.9654388427734,88.3206329345703
East Asia & Pacific,EAS,"Gross enrolment ratio, secondary, male (%)",81.6530914306641,84.3867874145508,86.1576919555664,88.7774887084961,87.5820617675781
East Asia & Pacific,EAS,"Gross enrolment ratio, tertiary, female (%)",28.2475109100342,29.6816806793213,32.2239799499512,34.8900604248047,41.4262390136719
East Asia & Pacific,EAS,"Gross enrolment ratio, tertiary, male (%)",27.3405208587646,28.4213199615479,30.0370197296143,31.8384704589844,37.0394706726074
East Asia & Pacific,EAS,"Gross enrolment ratio, upper secondary, female (%)",66.9775695800781,70.8183822631836,74.2455520629883,79.431770324707,79.736701965332
East Asia & Pacific,EAS,"Gross enrolment ratio, upper secondary, male (%)",68.3767700195313,71.4879302978516,74.1582107543945,79.8642501831055,79.3777008056641
East Asia & Pacific,EAS,"Literacy rate, population 25-64 years, both sexes (%)",,,,,
East Asia & Pacific,EAS,"Literacy rate, population 25-64 years, female (%)",,,,,
East Asia & Pacific,EAS,"Literacy rate, population 25-64 years, male (%)",,,,,
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),4010.46489991997,4867.11667083853,5390.92919030613,5908.42787761461,6307.57899822648
East Asia & Pacific (excluding high income),EAP,"GDP, PPP (current international $)",17184664270657.4,18985598717165.0,20773860866990.9,22608591872408.2,24545676503552.1
East Asia & Pacific (excluding high income),EAP,GNI (current US$),7846906050187.72,9558234059041.5,10711546961771.8,11767112924808.0,12752283234687.6
East Asia & Pacific (excluding high income),EAP,"GNI per capita, Atlas method (current US$)",3784.12791725168,4365.55153815565,5094.38842960202,5733.91145827158,6230.12174497249
East Asia & Pacific (excluding high income),EAP,"GNI per capita, PPP (current international $)",8709.69427887911,9525.415800144,10384.4097516468,11165.9397586342,12118.246705907
East Asia & Pacific (excluding high income),EAP,"GNI, PPP (current international $)",17111863153443.1,18848202973763.5,20696218813246.4,22414895767037.3,24503350316221.1
East Asia & Pacific (excluding high income),EAP,Government expenditure in educational institutions as % of GDP (%),,,,,
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, lower secondary, female (%)",95.7153472900391,97.9262008666992,98.9861373901367,98.1671829223633,96.1507034301758
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, lower secondary, male (%)",94.7709808349609,97.3829116821289,98.1775283813477,97.181640625,94.8353424072266
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",,,,,
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",,,,,
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, pre-primary, female (%)",53.8001594543457,58.8553695678711,66.9772796630859,71.5195007324219,74.7443923950195
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, pre-primary, male (%)",55.650218963623,60.4067687988281,67.4994964599609,71.7366027832031,75.0894165039063
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, primary and lower secondary, female (%)",104.302406311035,104.923927307129,105.261711120605,104.525238037109,102.114448547363
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, primary and lower secondary, male (%)",104.77848815918,105.379997253418,105.831451416016,104.825309753418,102.273017883301
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, primary and secondary, female (%)",93.1864318847656,94.9219970703125,96.2993316650391,97.4644393920898,95.936653137207
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, primary and secondary, male (%)",94.0282135009766,95.5284194946289,96.7751235961914,97.8720474243164,96.0204391479492
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, primary to tertiary, female (%)",69.3789672851563,70.9447937011719,72.9445724487305,75.2282485961914,77.1033172607422
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, primary to tertiary, male (%)",69.8298721313477,71.1167373657227,72.6601333618164,74.5786437988281,75.7568817138672
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, primary, female (%)",109.311180114746,108.832092285156,108.634971618652,107.869827270508,105.224250793457
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, primary, male (%)",110.542373657227,109.780799865723,109.883110046387,108.787078857422,106.098136901855
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, secondary, female (%)",79.65283203125,82.7315216064453,85.0434188842773,87.6217727661133,86.9021530151367
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, secondary, male (%)",79.9729385375977,82.8427886962891,84.6191711425781,87.376838684082,86.0585708618164
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, tertiary, female (%)",25.5284004211426,26.8686599731445,29.4357204437256,32.1202812194824,39.1341209411621
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, tertiary, male (%)",24.0147399902344,25.0018100738525,26.6246604919434,28.4393901824951,34.0071983337402
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, upper secondary, female (%)",64.2473220825195,68.1649322509766,71.6220474243164,77.1775207519531,77.3817672729492
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, upper secondary, male (%)",65.7439498901367,68.8837203979492,71.5449676513672,77.6356964111328,76.9826583862305
East Asia & Pacific (excluding high income),EAP,"Literacy rate, population 25-64 years, both sexes (%)",,,,,
East Asia & Pacific (excluding high income),EAP,"Literacy rate, population 25-64 years, female (%)",,,,,
East Asia & Pacific (excluding high income),EAP,"Literacy rate, population 25-64 years, male (%)",,,,,
Euro area,EMU,GDP per capita (current US$),37617.7217506207,40614.9076529815,37598.8899818743,39107.5045829554,39820.5850217593
Euro area,EMU,"GDP, PPP (current international $)",12063768721194.9,12557654015793.1,12708845460156.4,13150893119270.1,13549441102922.4
Euro area,EMU,GNI (current US$),12700326879156.5,13695341539053.8,12711630164006.1,13261008249456.3,13521123402425.8
Euro area,EMU,"GNI per capita, Atlas method (current US$)",39827.645147548,40312.5753860312,39235.3737128628,39392.0830527719,39235.686461307
Euro area,EMU,"GNI per capita, PPP (current international $)",36017.4937320467,37606.5828280495,38000.7136914912,39183.0909904911,40161.5693613517
Euro area,EMU,"GNI, PPP (current international $)",12107333787900.7,12614219296168.8,12774597167738.8,13216334065567.1,13591865701766.7
Euro area,EMU,Government expenditure in educational institutions as % of GDP (%),,,,,
Euro area,EMU,"Gross enrolment ratio, lower secondary, female (%)",106.549156188965,106.601058959961,107.13117980957,109.407241821289,108.770561218262
Euro area,EMU,"Gross enrolment ratio, lower secondary, male (%)",108.471893310547,108.510147094727,109.105766296387,111.515838623047,110.85001373291
Euro area,EMU,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",,,,,
Euro area,EMU,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",,,,,
Euro area,EMU,"Gross enrolment ratio, pre-primary, female (%)",102.395393371582,102.764793395996,103.084053039551,101.914482116699,102.313232421875
Euro area,EMU,"Gross enrolment ratio, pre-primary, male (%)",103.316146850586,103.665397644043,103.939811706543,102.749008178711,103.058418273926
Euro area,EMU,"Gross enrolment ratio, primary and lower secondary, female (%)",105.513092041016,105.247383117676,105.091850280762,106.240432739258,105.77783203125
Euro area,EMU,"Gross enrolment ratio, primary and lower secondary, male (%)",106.887809753418,106.519111633301,106.30867767334,107.441566467285,106.956428527832
Euro area,EMU,"Gross enrolment ratio, primary and secondary, female (%)",106.102737426758,106.177642822266,105.917503356934,107.939163208008,107.746643066406
Euro area,EMU,"Gross enrolment ratio, primary and secondary, male (%)",107.484870910645,107.650047302246,107.493110656738,108.946929931641,108.763877868652
Euro area,EMU,"Gross enrolment ratio, primary to tertiary, female (%)",97.1980361938477,97.9931182861328,98.1555480957031,99.9125137329102,100.279670715332
Euro area,EMU,"Gross enrolment ratio, primary to tertiary, male (%)",94.5303192138672,95.2962188720703,95.5798873901367,97.0124206542969,97.4263763427734
Euro area,EMU,"Gross enrolment ratio, primary, female (%)",104.660827636719,104.146392822266,103.452392578125,103.79239654541,103.479789733887
Euro area,EMU,"Gross enrolment ratio, primary, male (%)",105.58576965332,104.901107788086,104.062721252441,104.296028137207,103.970573425293
Euro area,EMU,"Gross enrolment ratio, secondary, female (%)",107.058837890625,107.542778015137,107.594467163086,110.79077911377,110.707527160645
Euro area,EMU,"Gross enrolment ratio, secondary, male (%)",108.746322631836,109.500152587891,109.83203125,112.153396606445,112.098426818848
Euro area,EMU,"Gross enrolment ratio, tertiary, female (%)",71.175163269043,73.2148284912109,73.932258605957,74.5295791625977,76.2989807128906
Euro area,EMU,"Gross enrolment ratio, tertiary, male (%)",60.4123001098633,62.2557601928711,63.2915000915527,64.2429275512695,65.8984603881836
Euro area,EMU,"Gross enrolment ratio, upper secondary, female (%)",107.670402526855,108.67813873291,108.15364074707,112.36092376709,112.916923522949
Euro area,EMU,"Gross enrolment ratio, upper secondary, male (%)",109.07633972168,110.695198059082,110.710678100586,112.878959655762,113.52604675293
Euro area,EMU,"Literacy rate, population 25-64 years, both sexes (%)",,,,,
Euro area,EMU,"Literacy rate, population 25-64 years, female (%)",,,,,
Euro area,EMU,"Literacy rate, population 25-64 years, male (%)",,,,,
Europe & Central Asia,ECS,GDP per capita (current US$),23536.9059274552,26015.8890003278,24970.9751525851,25976.5546342867,26192.9347654669
Europe & Central Asia,ECS,"GDP, PPP (current international $)",23147722928839.8,24745500268184.7,25487021080512.6,26507615650451.9,27265153062243.7
Europe & Central Asia,ECS,GNI (current US$),20930075112948.1,23146706401704.6,22277880329257.5,23264031135237.7,23531132604610.4
Europe & Central Asia,ECS,"GNI per capita, Atlas method (current US$)",24465.1620516279,24919.629832126,25201.808107081,25886.446275123,25883.5916885804
Europe & Central Asia,ECS,"GNI per capita, PPP (current international $)",25894.7468692829,27580.7293704762,28280.6046005357,29258.848141946,29915.2072873342
Europe & Central Asia,ECS,"GNI, PPP (current international $)",23020850005481.5,24577049045478.3,25301714315267.4,26299465252878.7,27016264193306.2
Europe & Central Asia,ECS,Government expenditure in educational institutions as % of GDP (%),,,,,
Europe & Central Asia,ECS,"Gross enrolment ratio, lower secondary, female (%)",99.9971466064453,100.385559082031,100.678619384766,103.41869354248,103.771347045898
Europe & Central Asia,ECS,"Gross enrolment ratio, lower secondary, male (%)",101.294151306152,101.558578491211,101.901718139648,104.130111694336,104.474731445313
Europe & Central Asia,ECS,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",,,,,
Europe & Central Asia,ECS,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",,,,,
Europe & Central Asia,ECS,"Gross enrolment ratio, pre-primary, female (%)",72.2173080444336,73.4439697265625,74.1881713867188,73.1395568847656,74.2163009643555
Europe & Central Asia,ECS,"Gross enrolment ratio, pre-primary, male (%)",72.7869033813477,74.145149230957,74.8703002929688,74.0204162597656,74.9150314331055
Europe & Central Asia,ECS,"Gross enrolment ratio, primary and lower secondary, female (%)",101.101127624512,101.379402160645,101.423957824707,103.467582702637,103.441200256348
Europe & Central Asia,ECS,"Gross enrolment ratio, primary and lower secondary, male (%)",102.072898864746,102.189498901367,102.240440368652,103.94856262207,103.886993408203
Europe & Central Asia,ECS,"Gross enrolment ratio, primary and secondary, female (%)",98.8064117431641,99.2472534179688,99.5237731933594,104.293869018555,104.512496948242
Europe & Central Asia,ECS,"Gross enrolment ratio, primary and secondary, male (%)",100.34748840332,100.830078125,100.931159973145,105.076759338379,105.280517578125
Europe & Central Asia,ECS,"Gross enrolment ratio, primary to tertiary, female (%)",89.3216781616211,90.0255584716797,90.4012908935547,94.2352600097656,94.6079864501953
Europe & Central Asia,ECS,"Gross enrolment ratio, primary to tertiary, male (%)",86.2667922973633,87.0758285522461,87.7398300170898,91.217041015625,91.8263626098633
Europe & Central Asia,ECS,"Gross enrolment ratio, primary, female (%)",102.09822845459,102.254508972168,102.063720703125,103.510368347168,103.158348083496
Europe & Central Asia,ECS,"Gross enrolment ratio, primary, male (%)",102.775718688965,102.744522094727,102.530960083008,103.789810180664,103.383773803711
Europe & Central Asia,ECS,"Gross enrolment ratio, secondary, female (%)",96.8027801513672,97.3715896606445,97.9003067016602,104.787559509277,105.389007568359
Europe & Central Asia,ECS,"Gross enrolment ratio, secondary, male (%)",98.8647079467773,99.6325531005859,99.9059371948242,105.889839172363,106.510887145996
Europe & Central Asia,ECS,"Gross enrolment ratio, tertiary, female (%)",67.5880966186523,68.5754928588867,68.8070373535156,69.5555114746094,69.8712997436523
Europe & Central Asia,ECS,"Gross enrolment ratio, tertiary, male (%)",55.5285606384277,56.7615585327148,58.1733894348145,59.5823593139648,60.4687385559082
Europe & Central Asia,ECS,"Gross enrolment ratio, upper secondary, female (%)",92.9026107788086,93.699821472168,94.5233001708984,106.470733642578,107.402740478516
Europe & Central Asia,ECS,"Gross enrolment ratio, upper secondary, male (%)",95.8821563720703,97.27587890625,97.4702301025391,108.061721801758,109.054458618164
Europe & Central Asia,ECS,"Literacy rate, population 25-64 years, both sexes (%)",,,,,
Europe & Central Asia,ECS,"Literacy rate, population 25-64 years, female (%)",,,,,
Europe & Central Asia,ECS,"Literacy rate, population 25-64 years, male (%)",,,,,
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),7822.76250917472,9597.17956261884,10083.259272843,10653.3998534061,9887.84805101046
Europe & Central Asia (excluding high income),ECA,"GDP, PPP (current international $)",6153657448340.81,7018656026346.54,7425982814843.07,7762518119982.93,7885795269651.14
Europe & Central Asia (excluding high income),ECA,GNI (current US$),3071841478741.49,3780161722589.49,3995089966662.63,4241736719323.91,3971375573048.22
Europe & Central Asia (excluding high income),ECA,"GNI per capita, Atlas method (current US$)",7493.20720320069,8140.06406205378,9272.56127123646,10206.458868164,10132.2446421171
Europe & Central Asia (excluding high income),ECA,"GNI per capita, PPP (current international $)",14835.323516215,16820.2139631571,17719.0978389561,18401.6341057852,18634.5385710164
Europe & Central Asia (excluding high income),ECA,"GNI, PPP (current international $)",5985618274801.77,6820966016217.34,7224192869201.67,7547000439921.63,7686951227376.14
Europe & Central Asia (excluding high income),ECA,Government expenditure in educational institutions as % of GDP (%),,,,,
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, lower secondary, female (%)",95.2388534545898,95.9581832885742,96.3598785400391,99.2106704711914,100.145721435547
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, lower secondary, male (%)",95.9594268798828,96.4697799682617,96.8943176269531,99.0047988891602,99.8062286376953
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",,,,,
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",,,,,
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, pre-primary, female (%)",53.0653915405273,54.6275100708008,56.0244407653809,54.600399017334,55.7622718811035
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, pre-primary, male (%)",53.7404098510742,55.3086700439453,56.643180847168,55.2605590820313,56.4851608276367
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, primary and lower secondary, female (%)",97.4374237060547,98.1460113525391,98.1205825805664,100.616363525391,100.885787963867
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, primary and lower secondary, male (%)",98.0926895141602,98.5978469848633,98.6554794311523,100.664367675781,100.814079284668
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, primary and secondary, female (%)",92.6887512207031,94.1723937988281,94.7211074829102,98.5796203613281,98.9028778076172
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, primary and secondary, male (%)",94.7496109008789,96.3057327270508,96.3898391723633,100.029472351074,100.291709899902
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, primary to tertiary, female (%)",82.6121978759766,83.8233032226563,84.289421081543,87.5390472412109,87.8384323120117
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, primary to tertiary, male (%)",80.5697784423828,82.0868606567383,83.0625381469727,86.4542694091797,87.1901626586914
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, primary, female (%)",99.8661117553711,100.484191894531,99.9365692138672,102.181419372559,101.687149047852
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, primary, male (%)",100.447769165039,100.867858886719,100.468780517578,102.50749206543,101.903678894043
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, secondary, female (%)",88.867431640625,90.7006301879883,91.7542190551758,96.6358795166016,97.3475494384766
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, secondary, male (%)",91.7055511474609,93.7868576049805,94.0614929199219,98.6865921020508,99.3880615234375
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, tertiary, female (%)",62.9489784240723,63.4534606933594,63.3707389831543,65.0426635742188,64.5300903320313
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, tertiary, male (%)",53.1991996765137,54.3923187255859,56.4120216369629,58.9549293518066,59.696361541748
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, upper secondary, female (%)",79.7690277099609,83.2021484375,85.2153625488281,92.7601776123047,93.0638809204102
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, upper secondary, male (%)",85.5900573730469,89.9427490234375,90.023193359375,98.2055511474609,98.7447204589844
Europe & Central Asia (excluding high income),ECA,"Literacy rate, population 25-64 years, both sexes (%)",,,,,
Europe & Central Asia (excluding high income),ECA,"Literacy rate, population 25-64 years, female (%)",,,,,
Europe & Central Asia (excluding high income),ECA,"Literacy rate, population 25-64 years, male (%)",,,,,
European Union,EUU,GDP per capita (current US$),33558.6848569969,36180.1698041089,34119.0191147221,35438.4878999948,
European Union,EUU,"GDP, PPP (current international $)",16743873720901.2,17481655149242.5,17514236826757.3,17990117485612.0,
European Union,EUU,GNI (current US$),16983990304540.9,18366865049232.0,17298534752104.1,17982753167560.1,
European Union,EUU,"GNI per capita, Atlas method (current US$)",35344.6779749157,35582.7229106149,35213.0118594092,35551.3072144006,
European Union,EUU,"GNI per capita, PPP (current international $)",33192.6298006233,34564.8783516761,34644.2258280491,35461.2974122281,
European Union,EUU,"GNI, PPP (current international $)",16750059643129.4,17490900717604.3,17517517122049.0,17969631786618.9,
European Union,EUU,Government expenditure in educational institutions as % of GDP (%),,,,,
European Union,EUU,"Gross enrolment ratio, lower secondary, female (%)",104.836288452148,104.691337585449,104.657203674316,107.74072265625,107.375602722168
European Union,EUU,"Gross enrolment ratio, lower secondary, male (%)",106.900749206543,106.708686828613,106.774467468262,109.690048217773,109.457481384277
European Union,EUU,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",,,,,
European Union,EUU,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",,,,,
European Union,EUU,"Gross enrolment ratio, pre-primary, female (%)",94.9089126586914,95.7659606933594,96.0270614624023,94.9912414550781,96.2142868041992
European Union,EUU,"Gross enrolment ratio, pre-primary, male (%)",95.3386383056641,96.4714279174805,96.754508972168,96.1007766723633,96.8764801025391
European Union,EUU,"Gross enrolment ratio, primary and lower secondary, female (%)",104.194763183594,103.980697631836,103.983222961426,105.65007019043,105.354949951172
European Union,EUU,"Gross enrolment ratio, primary and lower secondary, male (%)",105.543472290039,105.208717346191,105.166366577148,106.646553039551,106.39225769043
European Union,EUU,"Gross enrolment ratio, primary and secondary, female (%)",104.137229919434,103.569747924805,103.539543151855,108.94979095459,109.020118713379
European Union,EUU,"Gross enrolment ratio, primary and secondary, male (%)",105.227180480957,104.707778930664,104.755340576172,109.19953918457,109.259689331055
European Union,EUU,"Gross enrolment ratio, primary to tertiary, female (%)",95.7982406616211,95.8293762207031,95.8943328857422,100.132949829102,100.548110961914
European Union,EUU,"Gross enrolment ratio, primary to tertiary, male (%)",91.4944381713867,91.5216827392578,91.7781600952148,95.2766265869141,95.7423782348633
European Union,EUU,"Gross enrolment ratio, primary, female (%)",103.70329284668,103.444931030273,103.483100891113,104.166900634766,103.944892883301
European Union,EUU,"Gross enrolment ratio, primary, male (%)",104.504661560059,104.07820892334,103.973190307617,104.487266540527,104.253257751465
European Union,EUU,"Gross enrolment ratio, secondary, female (%)",104.426643371582,103.654449462891,103.578506469727,112.341751098633,112.69441986084
European Union,EUU,"Gross enrolment ratio, secondary, male (%)",105.710456848145,105.135971069336,105.296440124512,112.546867370605,112.888328552246
European Union,EUU,"Gross enrolment ratio, tertiary, female (%)",73.2045974731445,74.2745590209961,74.2179794311523,73.7534484863281,74.8719482421875
European Union,EUU,"Gross enrolment ratio, tertiary, male (%)",58.0936889648438,59.111198425293,59.6029510498047,59.7303695678711,60.8258895874023
European Union,EUU,"Gross enrolment ratio, upper secondary, female (%)",103.998657226563,102.568229675293,102.445449829102,117.000556945801,118.125091552734
European Union,EUU,"Gross enrolment ratio, upper secondary, male (%)",104.461929321289,103.48184967041,103.737579345703,115.449401855469,116.399459838867
European Union,EUU,"Literacy rate, population 25-64 years, both sexes (%)",,,,,
European Union,EUU,"Literacy rate, population 25-64 years, female (%)",,,,,
European Union,EUU,"Literacy rate, population 25-64 years, male (%)",,,,,
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),742.471894124975,805.853327640605,843.869018619908,890.04944164993,919.197128480304
