Country Name,Country Code,Indicator Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Arab World,ARB,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Gross enrolment ratio, pre-primary, female (%)",7.88119983673096,7.82220983505249,7.7155499458313,7.69565010070801,7.61754989624023,7.82280015945435,8.28116035461426,8.65672016143799,8.46061992645264,8.66728973388672,8.83310031890869,9.14126014709473,9.44414043426514,9.5966100692749,9.87506008148193,10.100040435791,10.2990703582764,10.3878602981567,10.3323001861572,10.5384397506714,10.7442102432251,10.842399597168,10.6890497207642,10.9623603820801,11.1715898513794,11.3797798156738,11.7388401031494,12.2163000106812,12.444239616394,12.4638004302979,13.0577602386475,13.2197399139404,13.521559715271,14.2756700515747,14.8218402862549,15.5821399688721,17.564380645752,17.7131690979004,19.3686504364014,22.1064205169678,22.68922996521,23.2697696685791,23.5944900512695,23.4065608978271
Arab World,ARB,"Gross enrolment ratio, pre-primary, male (%)",11.4809198379517,11.3991603851318,11.3178596496582,11.2352304458618,11.0458402633667,11.4898500442505,12.0811195373535,12.4616899490356,12.5538702011108,12.9931497573853,13.3435697555542,14.0378999710083,13.9216499328613,14.0809602737427,14.2720899581909,14.7652597427368,14.5368995666504,14.5918703079224,14.6360397338867,14.8675804138184,14.8171796798706,14.9198198318481,14.9254598617554,15.0174903869629,15.2128601074219,15.3478698730469,15.6459302902222,16.086820602417,16.0954399108887,15.7593803405762,16.1268692016602,15.9465703964233,16.2174205780029,16.3942909240723,16.8786792755127,17.5981197357178,19.5104808807373,19.2993507385254,20.834379196167,24.046329498291,24.3897590637207,23.9442501068115,24.497350692749,23.5202808380127
Arab World,ARB,"Gross enrolment ratio, primary and lower secondary, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,71.0361709594727,70.5937881469727,71.3498916625977,73.387809753418,74.7507019042969,76.66162109375,78.0516586303711,79.4966888427734,81.0920562744141,82.4542465209961,83.6066665649414,84.7272491455078,85.7658004760742,86.0122299194336,87.2992324829102,88.9058380126953,89.5616683959961,89.422477722168,90.9963531494141,89.3017807006836
Arab World,ARB,"Gross enrolment ratio, primary and lower secondary, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,85.5539932250977,84.1693572998047,86.9387130737305,86.6598663330078,87.4457321166992,88.8482131958008,89.6804962158203,90.4423522949219,92.0567932128906,92.199089050293,93.2568511962891,93.8660430908203,94.7021408081055,94.6060180664063,95.7067718505859,97.2388534545898,97.7227478027344,97.7797012329102,98.5476608276367,96.5746002197266
Arab World,ARB,"Gross enrolment ratio, primary and secondary, female (%)",36.3385810852051,36.2402191162109,37.3955688476563,38.5325508117676,39.2999687194824,40.5875396728516,42.2656517028809,43.900951385498,45.1497802734375,47.3788604736328,48.8600883483887,49.7131805419922,51.1879196166992,52.4379386901855,53.779369354248,54.8217697143555,56.4039497375488,57.8322296142578,58.5001106262207,59.3040008544922,60.8770599365234,61.596851348877,60.4083786010742,61.1938514709473,63.316349029541,63.1986618041992,63.5049209594727,65.2945785522461,66.6330871582031,68.2820434570313,69.5753326416016,71.0675277709961,72.6020889282227,74.0758895874023,75.4009094238281,76.3240737915039,76.9406127929688,76.6580123901367,77.4731521606445,78.4142608642578,79.459587097168,80.5232162475586,82.1633834838867,80.9161834716797
Arab World,ARB,"Gross enrolment ratio, primary and secondary, male (%)",58.5883712768555,58.6052093505859,59.8837394714355,60.984619140625,61.4951400756836,63.0553512573242,64.7913131713867,66.2013092041016,67.2094421386719,68.4426574707031,69.4379806518555,69.4763870239258,70.5644302368164,71.5159301757813,72.6381988525391,73.1520309448242,74.3952484130859,75.3606262207031,75.8724975585938,75.8262405395508,76.7982711791992,77.0637817382813,74.3077392578125,74.5967712402344,76.9045486450195,75.5283203125,77.2771377563477,77.2591934204102,77.8023986816406,78.6937866210938,79.3836135864258,80.284912109375,81.1400985717773,82.0116424560547,83.1242370605469,83.5002136230469,83.8325729370117,83.3045883178711,83.9773101806641,84.925910949707,85.8987197875977,87.1445388793945,88.3126983642578,86.9095611572266
Arab World,ARB,"Gross enrolment ratio, primary to tertiary, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0164985656738,57.1334915161133,58.3553314208984,59.3810501098633,60.4190788269043,61.5601806640625,62.0350303649902,61.7765693664551,62.6545600891113,63.2753791809082,64.1245880126953,64.7080001831055,66.4030914306641,66.0665283203125
Arab World,ARB,"Gross enrolment ratio, primary to tertiary, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0454711914063,64.6916885375977,65.2822418212891,65.5623626708984,66.5185623168945,67.1238708496094,67.140983581543,66.7995223999023,66.9409637451172,67.5072937011719,68.2816772460938,69.0149002075195,70.3184814453125,70.0796813964844
Arab World,ARB,"Gross enrolment ratio, primary, female (%)",52.192138671875,52.1782493591309,53.6647796630859,55.0317497253418,55.691349029541,57.2106018066406,59.0625,60.3889694213867,61.2770385742188,64.1653900146484,65.9934768676758,66.8627700805664,68.1216201782227,69.1372222900391,70.2502288818359,70.5978469848633,71.7173614501953,73.0244979858398,73.42236328125,73.765266418457,74.6207504272461,75.0584182739258,73.2433471679688,74.0419464111328,76.4556579589844,75.8878936767578,76.6076202392578,78.8227615356445,79.9091033935547,81.4828567504883,82.76611328125,84.3305435180664,86.0656204223633,87.6029891967773,88.4708023071289,89.4060897827148,90.5496368408203,91.3059310913086,92.4483871459961,93.1567993164063,93.979621887207,93.2155380249023,95.3758087158203,94.0779113769531
Arab World,ARB,"Gross enrolment ratio, primary, male (%)",80.4642562866211,80.6641311645508,82.2517395019531,83.4167861938477,83.5644683837891,84.918212890625,86.8049774169922,87.4523086547852,87.3854522705078,88.2970275878906,89.0940170288086,88.7719268798828,89.3507690429688,90.0612869262695,90.7755813598633,90.1545562744141,90.4964218139648,91.1953506469727,91.8588180541992,90.9771118164063,91.3543014526367,91.8057327270508,88.4856491088867,88.8378982543945,91.4983291625977,89.6865692138672,93.4913101196289,92.727409362793,93.1256866455078,94.0838775634766,94.6604614257813,95.3806076049805,96.6535568237305,97.7336578369141,98.2359237670898,98.8079376220703,99.8944778442383,100.506912231445,101.081176757813,101.341339111328,101.795532226563,101.4521484375,102.505836486816,100.970001220703
Arab World,ARB,"Gross enrolment ratio, secondary, female (%)",17.8545303344727,17.7657299041748,18.5274791717529,19.3898296356201,20.3143405914307,21.4316596984863,23.073299407959,24.9608993530273,26.6430892944336,28.1763591766357,29.3918991088867,30.5422897338867,32.2738914489746,33.7469215393066,35.272518157959,37.0078392028809,39.0292701721191,40.4653015136719,41.3380088806152,42.3139801025391,45.4249992370605,45.9590911865234,45.5584983825684,46.4253616333008,48.3534889221191,48.9297981262207,49.0110702514648,50.5727806091309,52.4447402954102,54.3941192626953,55.9041290283203,57.4762916564941,58.9597015380859,61.0646095275879,62.899658203125,63.3830299377441,63.5536994934082,62.5511207580566,63.0706405639648,64.3405990600586,65.4748611450195,68.1503829956055,69.0837631225586,67.6725006103516
Arab World,ARB,"Gross enrolment ratio, secondary, male (%)",33.1256713867188,33.0693206787109,33.9921493530273,35.0213012695313,36.0030708312988,37.9334983825684,39.7081718444824,41.852611541748,44.0984916687012,45.7584381103516,47.1297492980957,47.9365196228027,49.6122703552246,50.782398223877,52.2704086303711,53.9552116394043,56.1237983703613,57.2887916564941,57.5257987976074,58.0571594238281,60.4710388183594,59.9633483886719,57.9036102294922,58.2095489501953,60.2557487487793,59.5751495361328,59.3107681274414,60.3835105895996,61.3585510253906,62.4095306396484,63.4504318237305,64.7322235107422,65.385009765625,66.8924179077148,68.6870574951172,68.3726196289063,68.0452728271484,66.7543411254883,67.5202102661133,69.2178497314453,70.5269165039063,73.1343994140625,74.2392501831055,72.7627182006836
Arab World,ARB,"Gross enrolment ratio, tertiary, female (%)",4.22602987289429,4.19567012786865,4.37340021133423,4.62362003326416,4.9204797744751,5.3173999786377,5.83860015869141,6.12443017959595,6.40580987930298,6.58587980270386,6.89213991165161,7.36048984527588,7.67073011398315,7.86790990829468,8.11299991607666,8.25706958770752,8.37452983856201,8.44040012359619,8.93591022491455,8.88516044616699,9.18039989471436,9.17735958099365,9.71739959716797,10.6220302581787,11.1434297561646,11.957670211792,12.8938398361206,13.798680305481,14.7368602752686,16.1761493682861,16.6620006561279,17.3994197845459,18.4567203521729,18.9442901611328,19.9350395202637,21.2700004577637,22.1410293579102,22.311429977417,23.9509296417236,24.6083202362061,25.2890892028809,24.8256301879883,26.55837059021,27.8220901489258
Arab World,ARB,"Gross enrolment ratio, tertiary, male (%)",7.49358987808228,7.50950002670288,7.88480997085571,8.35177993774414,8.85136985778809,9.5332498550415,10.3173303604126,11.2913303375244,11.8820695877075,11.8033599853516,12.1885499954224,12.8808498382568,13.3175001144409,13.4816198348999,13.8124504089355,13.6868600845337,14.2056398391724,14.2303495407104,13.8614702224731,13.247540473938,13.0613498687744,12.5216999053955,13.187840461731,14.0587396621704,14.7430200576782,15.6039600372314,16.6304798126221,17.5695705413818,18.2428398132324,19.5766506195068,19.6038494110107,20.0851993560791,20.6445198059082,20.1527004241943,21.4367694854736,22.1764907836914,22.2400207519531,23.14208984375,22.9514007568359,23.6171398162842,24.2632007598877,23.7501602172852,25.0346698760986,26.8644504547119
Arab World,ARB,"Gross enrolment ratio, upper secondary, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,36.8658103942871,38.0834197998047,37.1796607971191,38.535701751709,40.2939491271973,41.4962997436523,42.8623886108398,44.8733291625977,46.6280403137207,48.8070602416992,50.9228210449219,50.7101211547852,50.2231101989746,48.1616401672363,47.5656394958496,46.7810592651367,48.8707008361816,53.388671875,54.9092216491699,54.6823501586914
Arab World,ARB,"Gross enrolment ratio, upper secondary, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,47.2091789245605,46.096019744873,44.7473602294922,46.0641288757324,46.356861114502,45.9930000305176,46.608959197998,48.366569519043,47.486141204834,51.1562194824219,52.8452987670898,51.871711730957,50.8929786682129,48.915771484375,48.299690246582,47.7216606140137,49.8823204040527,54.4416618347168,56.5712203979492,56.6173782348633
Arab World,ARB,"Literacy rate, population 25-64 years, both sexes (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Literacy rate, population 25-64 years, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Literacy rate, population 25-64 years, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,GDP per capita (current US$),316.22571187452,341.976701231819,414.419302018103,534.343603718565,602.491430398182,647.331204005995,699.979102803459,821.537048951019,1020.61719445311,1091.43282402441,1163.15513808647,1265.3095512724,1219.6349710922,1273.47904281158,1346.07635500744,1405.90551088976,1804.07448834422,2075.45019354461,2457.37963990163,2530.29680831764,2609.26148921049,2896.88514789645,3122.03213019196,3462.44785194759,3817.78756302726,4286.50402505135,4083.05807295121,3863.06823868298,3423.17426278515,3784.78062284769,4055.70909177595,3738.69034885158,3766.85612680355,4108.86642848838,4572.44726709578,4842.26486586671,5099.5241418223,5664.14343473964,6495.933480916,6648.00456636747,7679.83420346662,8844.82299650575,9402.7228454186,9447.70106725709
East Asia & Pacific,EAS,"GDP, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,5813346712872.56,6341997880476.72,6841579836076.13,7399676895541.18,8032463720140.43,8744926306716.7,9471338044404.05,10074801640319.8,10179069291924.8,10767091412373.3,11683825772026.1,12415550324807.9,13288405566747.8,14269208256905.1,15618458788483.2,17126630865646.5,18941291034118.3,21111839807011.0,22619268261908.3,23635897265964.6,25860226917295.8,28005910603514.5,30138368731738.8,32422811535130.9
East Asia & Pacific,EAS,GNI (current US$),403382226403.634,448383443821.752,557011358448.722,734202231676.515,842913643880.771,923794041797.238,1015230419379.32,1209410533572.92,1526977434375.82,1657683806717.3,1786200905215.79,1971634765188.63,1929912593001.37,2052466992217.38,2202113898965.86,2338151410196.63,3047680400113.41,3565930953360.27,4315232835407.41,4532002181143.66,4740762984944.43,5337116497905.43,5834248672447.69,6560493038734.15,7322339499671.21,8304961186485.68,8002298731627.18,7662306271914.2,6869599661203.53,7670195523931.29,8313922916966.66,7737589201230.12,7854143652814.67,8645780591057.98,9704372144682.1,10326800183505.9,10985580315761.6,12303157492900.3,14212961823713.2,14614476190239.6,17016310690287.1,19691534681940.8,21112966455609.4,21306055822662.9
East Asia & Pacific,EAS,"GNI per capita, Atlas method (current US$)",301.934386155549,331.300689463007,391.204470954679,497.258410082624,602.676478901782,703.237413059909,729.11357730683,788.837509109464,931.588172605977,1130.52351917968,1283.46678021739,1334.66631438055,1287.73569446122,1250.8339048888,1290.53152667546,1384.6507435757,1586.67261100935,1929.31677256803,2468.65658680208,2654.40375257038,2765.52851179538,2871.49995770405,3068.95846037978,3330.40007512193,3647.35760379777,4107.20063840475,4312.98073984412,4184.30765792834,3665.36182319368,3627.77071812883,3838.64622641182,3922.83208339702,3876.5521861128,4057.00350501851,4561.00362880111,4990.19500345584,5276.84246896013,5647.58041754957,6156.9815495729,6513.15958574947,7340.78329957566,8139.09970357477,9098.57881533116,9704.78124396991
East Asia & Pacific,EAS,"GNI per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,3159.94677663532,3397.74605215321,3619.41005121378,3871.69790391551,4156.49604805126,4451.98268232857,4768.45005915408,5021.10059076565,5011.45090600561,5243.60063763756,5658.66454858907,5972.60404480126,6346.89781679942,6769.11092977277,7359.43297841052,7979.80385831206,8800.95113977645,9767.94135502049,10405.0541857752,10758.2617125946,11738.6724875085,12601.058098142,13499.9912782139,14389.1083362934
East Asia & Pacific,EAS,"GNI, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,5748854335233.06,6269187142712.78,6765466120318.09,7326958753421.56,7962477739639.05,8631127048413.01,9352928751619.28,9960123384141.81,10048678470341.7,10619867748286.2,11569117532894.6,12321496586181.6,13204941297531.0,14196619488282.8,15553906404172.7,16992554113326.5,18880200775519.6,21102970655060.2,22639649942384.1,23569318584952.9,25890990698156.7,27978858770557.9,30178290349554.5,32383439407894.3
East Asia & Pacific,EAS,Government expenditure in educational institutions as % of GDP (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Gross enrolment ratio, lower secondary, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,66.914176940918,69.760368347168,73.9091491699219,76.6419296264648,76.0676422119141,75.4480209350586,75.7345275878906,76.991828918457,79.0323028564453,82.1833114624023,84.8041687011719,86.4677124023438,87.6112594604492,90.0464477539063,91.1348876953125,93.5027923583984,96.2150726318359,98.1940307617188,99.2199783325195,98.558708190918
East Asia & Pacific,EAS,"Gross enrolment ratio, lower secondary, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,74.2742309570313,77.5370330810547,81.0865631103516,82.918327331543,81.556770324707,80.1931686401367,79.461540222168,80.11279296875,80.9618530273438,83.6176376342773,85.8696517944336,87.2378768920898,87.9263610839844,90.1373901367188,90.9349212646484,93.0895919799805,95.3794326782227,97.7393417358398,98.5243072509766,97.7238998413086
East Asia & Pacific,EAS,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Gross enrolment ratio, pre-primary, female (%)",,,,,,,,,,,,,,16.358549118042,17.4957408905029,19.1284999847412,21.4728603363037,22.914680480957,24.2242393493652,23.9673805236816,23.0879707336426,23.8275699615479,24.4718494415283,25.206169128418,25.6292304992676,26.4564895629883,27.2985305786133,28.4437198638916,38.4281387329102,40.6270904541016,41.3271484375,42.4350395202637,41.158130645752,43.1033096313477,45.0419616699219,47.2213516235352,49.6121101379395,51.3574485778809,52.531909942627,53.8928489685059,56.3090705871582,61.0277214050293,68.6536102294922,73.0016403198242
East Asia & Pacific,EAS,"Gross enrolment ratio, pre-primary, male (%)",,,,,,,,,,,,,,16.4202194213867,17.6151599884033,19.8838195800781,21.8996295928955,23.2292804718018,24.9184894561768,24.7404098510742,23.951000213623,24.0066795349121,24.9926795959473,25.7077102661133,26.1049709320068,26.9968490600586,27.8107395172119,29.0229797363281,38.8432807922363,41.4041290283203,42.2244415283203,43.0561599731445,42.4021682739258,44.4666213989258,46.3933982849121,48.933479309082,51.903751373291,53.7418098449707,54.2770118713379,55.4163589477539,57.8301887512207,62.2911415100098,68.9856262207031,73.0540084838867
East Asia & Pacific,EAS,"Gross enrolment ratio, primary and lower secondary, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,94.3678817749023,94.5122299194336,94.9809036254883,95.2121505737305,94.9037704467773,94.4553375244141,94.4503326416016,94.8347930908203,96.1378631591797,98.2326583862305,97.8760223388672,96.2883682250977,97.2156982421875,99.8915481567383,101.508613586426,102.921752929688,104.153701782227,104.71932220459,105.030319213867,104.347671508789
East Asia & Pacific,EAS,"Gross enrolment ratio, primary and lower secondary, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,100.370780944824,100.215492248535,99.9064178466797,99.2228775024414,98.5044784545898,97.4132308959961,96.8117370605469,96.7517623901367,97.8535766601563,99.783088684082,99.0784378051758,97.4692611694336,98.3604278564453,101.206733703613,102.675163269043,104.117149353027,104.638702392578,105.190277099609,105.612022399902,104.687149047852
East Asia & Pacific,EAS,"Gross enrolment ratio, primary and secondary, female (%)",,,,72.5190277099609,73.0796127319336,77.2275009155273,80.4296493530273,78.2513580322266,74.837532043457,72.9251098632813,70.9774169921875,69.3535308837891,66.8613433837891,65.7946090698242,65.5657806396484,67.0786819458008,68.8704986572266,71.2066879272461,72.3026504516602,72.9804382324219,73.0707321166992,74.3136291503906,75.9488067626953,76.9789123535156,78.2710723876953,79.7709121704102,81.1240234375,81.9514389038086,82.6573181152344,82.9956436157227,82.8030166625977,82.3308410644531,82.5115280151367,83.5570297241211,83.7267303466797,82.6595077514648,84.1732788085938,87.5929870605469,90.057991027832,92.4126586914063,93.903923034668,95.5386123657227,96.8550415039063,97.9162826538086
East Asia & Pacific,EAS,"Gross enrolment ratio, primary and secondary, male (%)",,,,92.7201690673828,93.7168426513672,92.7695999145508,94.0123672485352,91.1380767822266,86.9796829223633,85.3663864135742,83.271858215332,82.3077926635742,79.8141708374023,78.1341018676758,77.4365921020508,78.7998504638672,79.7036209106445,81.2610778808594,82.0104522705078,81.941032409668,81.5669937133789,82.1443481445313,83.0761032104492,83.9983596801758,84.1098175048828,85.0748825073242,85.8459625244141,86.1447830200195,86.2996215820313,85.8953094482422,85.2624969482422,84.4535522460938,84.6827163696289,85.6109924316406,85.2308807373047,83.8181533813477,85.0419921875,88.4684982299805,90.7185974121094,92.867301940918,94.7050399780273,96.1249923706055,97.3209686279297,98.3335800170898
East Asia & Pacific,EAS,"Gross enrolment ratio, primary to tertiary, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.517749786377,63.6352882385254,64.0684204101563,64.0958404541016,64.7140808105469,65.6560134887695,66.29638671875,65.137321472168,65.658561706543,67.2805709838867,68.3370132446289,69.8663101196289,71.0719375610352,72.6091079711914,74.5321884155273,76.6740417480469
East Asia & Pacific,EAS,"Gross enrolment ratio, primary to tertiary, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.1171112060547,66.6500930786133,66.7832565307617,66.7489700317383,67.3453903198242,68.2472991943359,68.3338470458984,66.9433288574219,67.0273895263672,68.3647689819336,69.1268997192383,70.3515472412109,71.6453704833984,72.9119720458984,74.3926086425781,76.1878509521484
East Asia & Pacific,EAS,"Gross enrolment ratio, primary, female (%)",,,,95.3402481079102,96.9441299438477,103.485221862793,106.407096862793,104.285346984863,101.187461853027,100.52237701416,101.510391235352,102.50227355957,102.276679992676,102.505569458008,103.456748962402,106.527236938477,110.289047241211,113.349678039551,114.665702819824,115.129417419434,114.25562286377,113.244972229004,112.246940612793,110.559700012207,109.290916442871,107.64289855957,105.874488830566,104.694602966309,104.671279907227,104.71630859375,105.183258056641,105.844421386719,107.268081665039,108.975090026855,105.999313354492,102.404228210449,103.181159973145,105.970962524414,107.841438293457,108.558921813965,108.766288757324,108.365737915039,108.165412902832,107.407241821289
East Asia & Pacific,EAS,"Gross enrolment ratio, primary, male (%)",,,,120.598281860352,123.470573425293,121.189437866211,119.597679138184,116.530792236328,113.79190826416,114.108963012695,115.211563110352,116.961601257324,117.626426696777,117.73161315918,118.233940124512,121.349243164063,122.834762573242,125.053436279297,125.556800842285,124.947807312012,123.202598571777,120.684188842773,118.577133178711,116.684623718262,114.47550201416,112.141006469727,109.518562316895,107.432113647461,107.167098999023,106.581428527832,106.629348754883,106.88639831543,108.70320892334,110.469009399414,107.164512634277,103.760223388672,104.780540466309,107.989181518555,109.787437438965,110.658386230469,109.959358215332,109.299278259277,109.383728027344,108.31812286377
East Asia & Pacific,EAS,"Gross enrolment ratio, secondary, female (%)",30.2569999694824,34.790771484375,38.4644393920898,41.4817810058594,40.3098411560059,41.0838890075684,45.0307884216309,46.8295593261719,46.551628112793,44.3474082946777,40.4484710693359,37.6331100463867,34.3189506530762,33.3366584777832,33.3106498718262,34.7594299316406,36.1109809875488,38.565299987793,39.7323913574219,40.2696113586426,40.1994400024414,41.8651504516602,44.3359298706055,46.4841804504395,48.9584503173828,52.3451194763184,55.9365997314453,58.341911315918,59.9017715454102,61.1266593933105,61.3929290771484,61.4234313964844,61.887939453125,63.4913902282715,65.367790222168,66.8470077514648,69.1194305419922,73.0195083618164,75.7922668457031,79.1920471191406,81.3392105102539,84.2642974853516,86.5377807617188,88.9654388427734
